Volunteers,Internships,National_Honor,National_Top3,International_Honor,International_Top3,Certification,Professional_Certification,Scholarship_Type,Scholarship_Name,GPA
9,0,0,3,0,0,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.39
16,7,16,1,2,2,1,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.76
13,8,5,3,1,1,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.32
10,7,6,7,2,2,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.59
9,4,15,3,1,1,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.85
17,6,3,5,1,1,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.06
13,2,7,4,0,0,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.88
12,7,11,9,2,2,0,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.03
11,5,5,4,0,0,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.59
13,10,12,8,2,2,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.06
18,9,4,4,1,1,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.2
15,8,0,8,0,0,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.66
15,3,5,6,0,0,1,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.22
17,10,1,10,2,2,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.41
19,5,4,2,1,1,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.86
11,4,7,2,1,1,1,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.38
18,4,13,6,0,0,1,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.66
12,7,9,13,0,0,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.21
13,10,1,4,0,0,1,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.74
11,12,6,2,1,1,1,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.05
18,4,15,13,1,1,0,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.81
14,9,9,13,1,1,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.9
12,2,10,11,0,0,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.57
14,3,8,7,0,0,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.31
9,9,5,9,1,1,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.62
12,7,2,12,1,1,0,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.24
10,11,5,1,0,0,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.67
13,12,4,5,2,2,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.28
10,9,13,7,0,0,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.83
17,12,0,10,0,0,1,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.48
13,4,8,10,0,0,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.72
9,7,13,9,2,2,0,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.43
13,7,6,3,1,1,2,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.74
11,8,4,12,2,2,2,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.21
15,0,6,11,1,1,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.13
12,10,2,8,0,0,0,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.82
15,7,5,5,1,1,2,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.88
14,4,6,9,1,1,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.53
16,12,10,8,1,1,2,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.63
16,0,4,9,1,1,1,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.29
15,5,16,9,1,1,0,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.34
16,12,2,1,0,0,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.39
12,6,9,3,2,2,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.7
16,6,13,11,2,2,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.36
10,1,8,3,2,2,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.98
11,7,6,7,2,2,2,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.69
11,2,10,13,2,2,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.41
10,9,14,11,0,0,0,0,[1],['Beasiswa Pertamina Sobat Bumi'],3.28
12,4,1,2,2,2,1,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.55
13,8,2,10,2,2,2,2,[1],['Beasiswa Pertamina Sobat Bumi'],3.63
20,1,1,4,1,1,1,1,[1],['Beasiswa Pertamina Sobat Bumi'],3.21
13,1,0,2,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.38
9,4,0,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.58
13,0,1,2,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.12
22,1,3,3,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.25
5,0,2,3,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.74
10,0,2,0,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.9
17,0,0,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.49
22,3,3,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.73
21,0,3,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.18
18,5,2,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.81
15,2,0,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.5
12,3,2,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.57
13,3,3,0,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.2
14,0,3,2,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.44
1,2,3,0,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.94
12,0,3,3,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.53
19,2,2,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.49
9,0,1,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.22
1,0,0,1,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.3
4,1,1,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.87
4,3,2,0,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.9
15,1,2,2,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.64
3,1,1,0,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.26
6,4,3,3,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.67
9,1,2,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.75
21,4,3,3,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.89
3,4,0,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.45
24,5,2,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.95
15,3,3,1,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.82
22,0,3,1,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.54
23,3,2,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.02
12,5,0,2,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.36
19,0,1,2,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.87
2,5,2,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.12
9,2,1,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.19
15,0,2,0,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.63
10,1,0,1,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.88
4,2,2,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.05
11,4,1,1,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.87
21,0,0,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.21
21,1,3,2,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.45
13,4,0,2,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.99
14,4,2,3,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.16
21,2,1,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.4
18,5,1,2,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.92
15,3,0,3,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.93
2,0,0,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.66
14,1,2,1,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.5
11,1,2,1,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.48
3,2,3,0,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.5
11,5,1,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.48
22,2,3,1,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.2
13,4,1,2,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.87
15,3,3,2,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.1
15,0,3,2,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.59
12,4,0,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.69
1,1,2,2,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.42
17,4,3,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.06
13,1,3,1,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],4.0
1,1,2,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.72
21,2,1,0,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.36
0,5,1,2,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.54
11,2,1,2,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.45
4,1,0,3,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.11
9,3,2,3,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.9
8,5,0,2,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.93
0,3,3,2,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.21
17,2,3,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.6
2,5,0,3,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.83
3,1,2,1,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.28
15,3,1,0,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.34
5,4,2,2,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.95
19,2,3,0,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.68
16,0,3,0,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.96
5,1,3,2,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.28
19,0,2,0,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.49
16,1,0,2,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.24
0,4,3,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.83
12,4,1,1,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.74
3,1,2,0,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.07
14,1,0,1,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.45
21,4,2,1,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.71
17,4,2,3,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.36
2,0,3,3,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.09
17,1,1,3,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.78
7,1,3,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.41
1,5,3,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.55
17,3,3,1,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.4
5,4,0,0,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.09
22,4,3,3,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.14
2,3,2,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.62
23,2,1,3,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.51
0,1,2,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.71
5,5,3,3,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.45
13,1,1,3,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.87
5,5,3,3,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.9
0,3,1,1,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.41
5,4,0,3,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.93
17,0,2,1,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.59
4,0,2,0,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.87
8,3,1,0,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.71
7,2,1,1,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.1
20,4,1,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.65
14,5,2,3,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.54
0,2,3,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.99
2,1,0,3,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.4
16,5,2,2,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.04
13,0,1,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.58
9,4,0,3,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.27
17,0,0,0,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.35
4,1,3,3,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.09
10,0,3,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.8
0,1,1,2,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.09
9,4,0,3,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.86
5,4,0,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.31
14,1,1,1,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.08
4,2,0,2,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.25
3,5,3,3,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.17
6,0,2,3,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.87
15,2,1,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.11
3,1,0,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.19
13,0,3,1,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.11
4,3,3,1,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.23
2,3,2,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.38
9,3,1,3,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.31
24,1,0,0,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.08
14,5,0,3,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.72
23,2,2,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.73
14,4,0,0,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.16
5,0,2,3,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.45
12,4,0,0,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.64
3,1,3,0,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.93
10,2,2,0,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.57
21,5,1,0,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.62
8,3,1,2,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.15
1,4,0,0,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.53
4,5,3,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.9
7,4,1,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.87
21,5,0,3,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.37
11,3,0,3,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.33
11,0,2,0,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.6
0,2,1,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.04
9,5,3,0,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.35
13,2,2,3,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.23
23,5,1,2,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.58
9,1,1,2,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.6
7,5,3,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.1
4,2,0,2,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.93
23,3,0,0,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.76
3,2,3,2,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.62
9,1,2,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.91
15,4,3,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.06
18,3,2,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.3
17,1,1,1,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.48
13,1,0,2,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.54
5,1,3,2,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.94
23,1,0,3,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.28
18,1,1,2,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.78
9,3,3,1,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.16
17,1,0,1,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.71
11,0,0,2,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.32
14,3,0,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.7
4,3,3,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.81
12,1,1,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.7
17,1,1,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.23
8,2,0,0,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.31
2,5,1,3,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.39
17,3,1,2,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.18
17,4,1,1,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],4.0
21,4,1,1,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.61
17,0,3,0,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.7
24,0,3,2,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.37
23,5,0,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.57
19,0,1,1,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.2
11,2,0,3,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.54
9,5,1,3,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.41
14,0,2,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.64
20,2,3,2,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.65
3,0,0,3,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.24
2,0,2,1,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.32
13,2,2,2,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.98
17,0,3,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.4
17,2,0,2,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.79
23,5,2,2,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.85
15,3,0,1,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.2
9,0,1,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.51
3,5,3,3,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.91
7,4,2,1,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.13
0,5,3,2,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.3
14,3,2,2,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.55
9,3,2,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.68
15,5,2,1,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.13
14,3,0,2,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.35
24,1,3,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.08
22,2,2,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.61
4,3,2,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.82
21,1,0,0,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.71
2,4,2,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.66
18,5,1,2,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.59
2,2,3,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.87
7,5,0,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.36
0,2,1,3,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.99
10,2,3,3,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.49
18,5,0,1,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.9
11,0,3,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.06
0,2,3,0,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.29
21,4,3,1,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.67
2,3,2,2,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.71
20,5,3,1,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.96
10,2,2,2,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.46
20,2,2,1,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.52
9,2,0,3,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.66
19,3,0,3,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.99
10,2,3,1,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.89
9,3,1,0,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.56
12,3,1,1,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.21
4,1,0,2,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.96
10,5,1,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.91
16,5,1,0,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.55
12,1,1,2,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.51
4,2,3,2,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.52
2,1,1,1,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.71
20,2,2,1,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.23
24,4,1,1,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.06
0,4,1,3,0,0,2,0,[1],['Beasiswa Tanoto Foundation'],3.83
24,0,0,2,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.5
2,5,3,0,0,0,1,2,[1],['Beasiswa Tanoto Foundation'],3.73
2,2,2,3,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.58
17,1,2,2,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.9
14,0,3,0,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.44
10,1,3,3,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.89
5,1,3,3,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.87
0,5,2,2,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.9
6,3,1,3,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.45
15,4,2,3,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.65
0,2,1,1,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.14
18,2,1,1,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.95
19,2,1,2,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.69
8,5,3,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.78
1,3,3,3,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.84
16,2,1,0,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.14
8,3,0,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.6
0,0,0,0,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.23
4,4,2,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.43
5,5,2,3,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.43
12,5,3,0,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.07
0,0,0,3,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.89
18,2,3,3,0,0,2,3,[1],['Beasiswa Tanoto Foundation'],3.95
6,4,2,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.04
23,4,2,0,0,0,1,4,[1],['Beasiswa Tanoto Foundation'],3.13
23,4,3,3,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.35
10,2,0,1,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.57
16,3,1,2,0,0,0,2,[1],['Beasiswa Tanoto Foundation'],3.14
2,4,1,2,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.55
13,1,0,2,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.08
13,0,0,2,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.78
13,5,2,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.03
16,1,1,3,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.3
23,1,2,2,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.8
24,4,0,0,0,0,2,4,[1],['Beasiswa Tanoto Foundation'],3.86
10,4,1,1,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.38
1,5,2,3,0,0,1,1,[1],['Beasiswa Tanoto Foundation'],3.89
14,0,0,1,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.5
12,2,0,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.63
1,2,0,0,0,0,0,1,[1],['Beasiswa Tanoto Foundation'],3.01
24,5,1,3,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.8
20,3,2,3,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.21
9,0,2,2,0,0,3,1,[1],['Beasiswa Tanoto Foundation'],3.95
21,3,3,2,0,0,0,4,[1],['Beasiswa Tanoto Foundation'],3.67
18,4,2,2,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.26
1,3,2,0,0,0,3,0,[1],['Beasiswa Tanoto Foundation'],3.42
0,3,2,0,0,0,0,3,[1],['Beasiswa Tanoto Foundation'],3.42
18,5,2,1,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.95
11,5,3,1,0,0,2,2,[1],['Beasiswa Tanoto Foundation'],3.12
16,2,3,2,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.22
24,2,2,1,0,0,0,0,[1],['Beasiswa Tanoto Foundation'],3.66
6,5,3,0,0,0,3,4,[1],['Beasiswa Tanoto Foundation'],3.28
21,1,1,1,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.2
22,4,2,0,0,0,1,3,[1],['Beasiswa Tanoto Foundation'],3.25
7,1,0,3,0,0,1,0,[1],['Beasiswa Tanoto Foundation'],3.42
12,2,2,0,0,0,2,1,[1],['Beasiswa Tanoto Foundation'],3.54
10,2,1,1,0,0,3,2,[1],['Beasiswa Tanoto Foundation'],3.37
23,2,3,3,0,0,3,3,[1],['Beasiswa Tanoto Foundation'],3.44
